ID,Long,Lat,Source,Network,Intensity,PGA,PGV,Distance,VS30,HNZ_PGA,HNN_PGA,HNE_PGA,HNZ_PGV,HNN_PGV,HNE_PGV,HNZ_sa(0.3),HNN_sa(0.3),HNE_sa(0.3),HNZ_sa(1.0),HNN_sa(1.0),HNE_sa(1.0),HNZ_sa(3.0),HNN_sa(3.0),HNE_sa(3.0)
CE.24965,-118.03010,34.57020,CE,CE,4,4.8753,2.649,126.573,379.89,2.1333,4.2034,4.8753,1.1210,2.6490,2.5050,4.7134,7.7474,8.0572,0.9972,1.9193,3.6737,0.3876,0.2289,0.3389
CE.25282,-119.07970,34.20820,CE,CE,5.1,1.4617,6.5151,216.325,304.28,0.5253,1.0923,1.1232,1.1570,2.3310,2.2260,0.7178,2.2117,2.3742,1.1121,2.4991,2.4817,0.4294,1.5320,1.4295
CE.25325,-119.19360,34.24340,CE,CE,5.7,1.5422,10.2753,220.283,259.41,0.4066,1.0762,0.8213,1.0850,2.9880,1.8390,0.4336,1.4845,1.1871,0.9699,3.3813,2.4367,0.6118,1.8419,1.1796
CE.25340,-119.29440,34.27640,CE,CE,5.4,2.026,8.1774,224.025,311.88,0.5410,1.8539,1.3286,1.2620,3.0430,2.6130,1.0184,2.5491,2.8865,1.6994,4.6834,3.6538,0.6408,1.1271,1.4845
CE.35219,-119.45030,35.40340,CE,CE,3.8,1.1058,1.992,164.986,264.96,0.5915,0.9045,1.1058,0.5460,1.8930,1.9920,1.5695,2.0068,2.0468,0.9187,2.3542,3.1264,0.2259,0.6820,0.5701
CE.35479,-119.04730,35.33820,CE,CE,4,1.928,2.641,134.535,270.37,1.0983,1.9280,1.3999,1.1240,2.5920,2.6410,2.8015,4.1811,2.9990,1.6095,2.8415,3.1039,0.2474,1.0319,1.1121
CE.35483,-119.05590,35.42920,CE,CE,4,1.8843,2.61,130.750,369.11,1.3778,1.8435,1.8843,1.2690,2.6100,2.1720,3.5488,5.5681,4.2311,1.1146,4.1061,3.3214,0.3661,1.2951,0.6020
CE.35491,-119.02170,35.37890,CE,CE,4.1,2.0993,2.784,130.374,268.47,1.2268,2.0993,1.5340,1.1080,2.7840,1.9970,3.6563,4.8733,3.3014,1.4995,3.9686,3.0215,0.2667,1.1529,0.8202
CE.67266,-121.75160,38.01790,CE,CE,2.9,0.232,0.48,427.069,178.07,0.1193,0.2320,0.1774,0.2280,0.4800,0.4230,0.1400,0.3006,0.2924,0.3991,0.6773,0.6210,0.1213,0.2159,0.2239
CI.ADO,-117.43391,34.55046,CI,CI,5.7,7.593,10.1023,113.715,364.64,3.3427,6.1691,7.5930,3.8580,10.1023,6.5326,16.2025,13.8622,27.9371,3.4300,13.5875,6.8480,0.7714,2.9032,3.9007
CI.AGO,-118.76699,34.14647,CI,CI,3.9,1.3223,2.3258,203.399,425.18,0.4536,0.7950,1.3223,0.7552,1.8860,2.3258,1.3892,2.0622,2.3496,0.8761,1.7912,2.3304,0.2688,0.6378,0.8725
CI.ALP,-118.29946,34.68708,CI,CI,4.7,2.6154,5.0284,129.773,343.72,1.4490,1.9912,2.6154,2.5417,4.7744,5.0284,4.7892,4.5748,5.1494,1.9412,4.1829,2.7318,0.5196,0.8627,1.9096
CI.APL,-116.87464,35.34149,CI,CI,4.9,6.1011,5.7412,51.913,598.53,3.9639,6.1011,4.0902,3.6303,5.7412,4.3709,3.7987,11.0856,5.9742,3.2012,4.0884,3.1750,0.8231,0.9521,1.4652
CI.ARV,-118.83009,35.12690,CI,CI,4.7,1.26,5.0127,131.722,393.74,0.8534,1.2600,1.1807,2.3956,5.0127,4.9149,1.7604,2.4462,2.3101,2.1297,2.9605,1.9853,1.2213,1.7921,1.1155
CI.AVC,-118.33542,33.33312,CI,CI,3.1,0.3111,0.6666,263.854,531.44,0.1624,0.2810,0.3111,0.6360,0.6666,0.5118,0.3138,0.8301,0.6888,0.3836,0.3463,0.2775,0.2038,0.2660,0.1635
CI.AVM,-116.61549,35.06562,CI,CI,4.6,3.3994,4.7043,88.882,738.41,1.5587,3.3994,3.0245,1.5706,4.5743,4.7043,4.5840,11.0375,7.2017,2.0419,3.7920,4.9532,0.4477,1.3317,0.9986
CI.BAC,-117.04060,33.61220,CI,CI,3.3,0.5631,0.8852,219.704,765.95,0.4777,0.4692,0.5631,0.7891,0.6299,0.8852,1.1425,1.0367,1.2645,0.3652,0.3313,0.4233,0.1646,0.2035,0.3496
CI.BAI,-118.77335,34.77695,CI,CI,4.1,0.8605,2.8976,151.046,376.47,0.4556,0.8148,0.8605,1.0365,2.7745,2.8976,0.6770,1.4271,1.7118,0.5920,1.8863,2.0695,0.4128,0.8522,0.9563
CI.BAK,-119.10445,35.34444,CI,CI,4.9,2.5366,5.7249,138.809,270.27,1.0202,2.1718,2.5366,1.1998,5.7249,5.5611,2.9067,4.2877,4.3897,1.3173,5.1746,3.9890,0.6836,1.8704,2.2379
CI.BAR,-116.67215,32.68005,CI,CI,3.3,0.2439,0.799,327.290,545.98,0.1867,0.2279,0.2439,0.5358,0.4352,0.7990,0.5625,0.6741,0.8902,0.2749,0.1738,0.2505,0.1653,0.1481,0.1370
CI.BBR,-116.92075,34.26230,CI,CI,4.3,3.3745,3.683,151.224,479.31,2.0338,3.3745,3.2922,1.7544,3.6830,3.6111,5.1803,7.0615,7.0018,2.0555,4.4080,3.8669,0.2866,0.5136,0.7842
CI.BBS,-116.98058,33.92139,CI,CI,4.5,1.5198,4.2244,186.777,287.42,0.8097,1.3877,1.5198,1.6895,4.2244,3.4827,1.6199,3.9506,4.9642,1.6124,4.3746,3.2387,0.3496,1.4496,1.3594
CI.BCW,-119.41313,34.94009,CI,CI,4,0.9644,2.5387,186.305,413.71,0.3798,0.7399,0.9644,0.9107,2.4076,2.5387,0.8865,1.5037,1.9049,1.0644,2.0999,1.9169,0.4713,0.8910,0.7788
CI.BFS,-117.65853,34.23883,CI,CI,3.7,1.0581,1.5748,150.446,570.2,0.7791,0.9659,1.0581,1.7728,1.3927,1.5748,1.5339,2.8073,1.8106,0.6722,1.0211,0.9648,0.5279,0.5041,0.3850
CI.BHP,-118.36171,33.99053,CI,CI,5,1.4738,6.0126,197.682,351.84,0.9398,1.4738,1.4460,1.5575,6.0126,4.1942,2.3513,2.2934,3.5253,1.2965,2.7360,2.4201,0.4945,1.1598,1.4370
CI.BLA2,-116.38993,34.06931,CI,CI,4,0.7803,2.4408,189.505,802.7,0.8187,0.7650,0.7803,0.8236,1.4563,2.4408,1.6823,2.0944,3.8162,0.7407,0.8042,0.8047,0.2387,0.3304,0.7896
CI.BLC,-118.67312,34.24356,CI,CI,4.1,1.4645,3.1887,189.591,619.6,0.6649,1.0284,1.4645,1.7222,3.0920,3.1887,1.5986,2.3380,2.8830,1.3371,3.0609,3.2552,0.6388,0.7967,1.2533
CI.BLY,-114.52375,33.75030,CI,CI,3.4,0.2592,1.044,330.038,438.99,0.2771,0.2592,0.2486,0.3923,1.0440,0.8331,0.4528,0.4685,0.4336,0.3268,0.5951,0.3205,0.1616,0.4000,0.3959
CI.BOM,-115.72963,33.36465,CI,CI,4.3,1.1326,3.6911,287.660,274.31,0.3969,0.8942,1.1326,1.1218,3.6911,3.4057,0.5625,1.4364,1.1755,1.1052,3.4390,2.9031,0.7154,1.4579,1.2390
CI.BRE,-117.98116,33.80776,CI,CI,2.8,0.5544,Null,203.749,234.5,0.4441,0.5544,0.5306,0.1485,0.4014,0.3679,0.6287,1.5184,1.1371,0.0824,0.4371,0.5407,0.0199,0.0791,0.0519
CI.BUE,-120.19679,34.61299,CI,CI,4.1,0.7876,2.8242,265.943,319.41,0.2964,0.7876,0.6338,1.0083,2.6604,2.8242,0.4276,0.8949,0.8195,0.7032,1.2867,1.9731,0.8795,1.4913,1.4376
CI.CAC,-118.12199,34.13678,CI,CI,4.1,2.2139,3.2196,173.609,394.81,1.1458,1.4325,2.2139,2.0786,3.2196,2.7818,4.5852,3.9582,4.8013,2.3220,3.2033,3.1776,0.4482,0.7974,0.7682
CI.CAR,-119.84583,35.30819,CI,CI,2.1,1.1575,Null,202.364,258.46,10.0256,1.0889,1.1575,0.7478,0.1177,0.1294,0.9933,0.2331,0.2633,0.0439,0.0677,0.0601,0.0049,0.0133,0.0101
CI.CCA,-118.01649,35.15252,CI,CI,4.6,4.2977,4.5768,73.576,342.21,3.0073,4.2977,3.4670,3.1504,4.4951,4.5768,4.6158,14.5130,12.1360,1.8766,4.4064,2.5228,0.6207,0.7109,1.0060
CI.CCC,-117.36453,35.52495,CI,CI,8.4,56.9088,74.7808,5.494,474.4,36.0277,46.6222,56.9088,17.1778,74.7808,44.7189,44.2616,102.1608,88.2435,18.7943,72.5766,39.7720,3.6031,18.7960,14.3164
CI.CFD,-119.51576,34.39927,CI,CI,4.6,1.5829,4.6117,229.854,344.88,0.7991,1.5805,1.5829,2.4498,4.6117,4.4443,0.9444,2.1103,1.9300,2.3365,3.1473,4.0975,1.1152,1.9625,2.1870
CI.CFS,-117.28287,34.10539,CI,CI,4.5,2.3466,4.3153,163.127,276.91,1.3095,2.3466,1.7054,1.6733,3.1755,4.3153,2.9793,5.7640,5.9310,3.8842,4.6487,4.4882,0.2961,0.8566,1.4896
CI.CFT,-117.11241,34.03547,CI,CI,4.2,1.3952,3.3962,172.310,322.82,0.7896,1.3952,1.3266,1.3584,2.2263,3.3962,2.6472,4.5290,2.3067,1.8477,3.1678,2.8703,0.2820,0.6008,0.7156
CI.CGO,-117.80295,36.55040,CI,CI,4.4,3.0274,3.9333,71.564,713.33,1.4461,3.0274,2.7502,1.2215,2.7454,3.9333,3.1129,10.4315,10.1672,1.0380,3.4501,3.0210,0.4919,0.7319,0.9045
CI.CHF,-118.02585,34.33341,CI,CI,3.8,0.9991,1.8824,150.079,846.28,0.5836,0.9991,0.8901,1.4896,1.8824,1.3170,1.5630,1.8057,2.0242,1.1892,1.4854,2.0804,0.3952,0.5129,0.5889
CI.CHI,-119.22244,34.18156,CI,CI,6.1,1.8716,13.4112,227.153,241.99,0.6318,1.8716,1.3191,2.6559,13.4112,7.0345,0.6693,2.4244,2.1846,1.0410,3.2840,3.3291,1.0505,2.2118,2.6134
CI.CHN,-117.68044,33.99879,CI,CI,4.3,1.7533,3.6886,177.031,324.74,1.2223,1.7533,1.7061,1.5942,3.0861,3.6886,1.9033,3.2076,6.1154,1.7797,3.7932,3.1987,0.4901,1.7743,1.9604
CI.CHR,-119.39269,34.72902,CI,CI,Null,Null,Null,198.979,304.7,0.3998,0.8925,0.6411,0.8799,2.1917,1.7177,0.6773,2.0312,2.0286,1.2084,1.5510,2.2384,0.4785,0.6182,0.9033
CI.CJM,-117.42448,34.27117,CI,CI,4.4,4.0297,4.1017,144.628,801.56,1.0180,4.0297,3.0913,1.7110,3.0695,4.1017,2.2109,11.3018,9.3368,1.5725,4.9234,5.4400,0.3918,0.5458,1.0171
CI.CJV2,-118.14450,34.52978,CI,CI,4.3,2.7533,3.5882,135.665,860.63,1.4401,2.7533,2.6188,2.2324,3.5644,3.5882,3.1538,8.2284,7.7343,1.3435,1.7404,3.6281,0.4373,0.5828,1.0489
CI.CKP,-114.89040,33.55507,CI,CI,4,0.8183,2.6262,319.188,335.37,0.4252,0.7982,0.8183,1.0015,2.6262,2.3255,0.7999,1.2187,1.2471,1.3172,2.0350,2.0066,0.2839,1.0867,0.8011
CI.CLI2,-115.58016,33.12112,CI,CI,3.5,0.193,1.1064,317.955,192.68,0.0576,0.1347,0.1930,0.3490,0.8583,1.1064,0.0653,0.1655,0.2412,0.0854,0.3243,0.2945,0.1454,0.2220,0.3285
CI.CLO,-119.00891,34.22038,CI,CI,4.7,1.5536,5.0666,211.124,311.06,0.5771,1.3291,1.5536,1.8521,5.0666,3.9113,1.2084,2.4651,2.7035,2.1881,2.3306,3.6896,0.3609,1.7633,1.3555
CI.CLT,-117.31687,34.09284,CI,CI,4.7,3.648,5.0116,164.394,278.74,1.8900,3.6480,3.5796,2.2200,4.0834,5.0116,6.1670,10.6206,10.3733,2.4119,4.0919,7.1969,0.5545,1.4800,1.0535
CI.COA,-115.12339,32.86341,CI,CI,3.9,0.5754,2.3237,364.882,212.08,0.2564,0.4229,0.5754,0.8099,1.7211,2.3237,0.2956,0.5380,0.6483,0.4164,0.8576,1.4680,0.3151,0.5114,0.7723
CI.CPO,-116.48514,32.64266,CI,CI,3.4,0.2742,0.9496,335.129,446.25,0.0882,0.1640,0.2742,0.4452,0.5381,0.9496,0.2390,0.5135,0.6507,0.1757,0.1864,0.2782,0.0891,0.0817,0.1712
CI.CPT2,-117.32502,33.34183,CI,CI,3.6,1.0021,1.3067,247.611,576.74,0.4821,1.0021,0.9768,0.7714,0.6299,1.3067,1.2986,4.1303,4.2259,0.7643,0.6478,0.5231,0.1591,0.1673,0.1447
CI.CRF,-118.03938,33.87352,CI,CI,4.6,2.716,4.6876,198.322,239.32,0.6407,2.1531,2.7160,2.9107,4.6876,3.1932,1.6910,8.5051,6.1132,1.5427,4.7715,5.2094,0.9526,2.0114,1.6062
CI.CRG,-119.72486,35.24220,CI,CI,3.8,1.3484,1.8272,194.775,356.7,0.6465,1.3484,1.2666,0.6962,1.8272,1.4972,1.6043,4.1019,3.7970,0.5265,2.9372,2.7420,0.1786,0.5262,0.5033
CI.CRN,-117.56106,33.87574,CI,CI,3.8,1.6161,1.7702,189.196,354.89,0.8472,1.0521,1.6161,1.0543,1.1605,1.7702,3.1046,3.1154,4.8837,0.3466,0.9604,1.5402,0.3379,0.3432,0.2835
CI.CRR,-115.96918,32.88682,CI,CI,3.8,0.7854,1.9692,324.718,348.7,0.5193,0.7854,0.7724,0.8614,1.1257,1.9692,0.7378,1.4541,1.4431,1.0449,1.2810,1.2566,0.2067,0.2915,0.3975
CI.CSH,-116.59560,33.64420,CI,CI,3.9,0.5816,2.3237,225.548,745.62,0.3212,0.5361,0.5816,0.7390,1.1402,2.3237,0.7844,1.2453,1.5653,0.4135,0.5209,0.4966,0.2416,0.2900,0.3764
CI.CSL,-118.61621,34.49651,CI,CI,4.7,2.0186,4.9633,164.582,338.68,0.9078,1.8382,2.0186,2.1542,2.8934,4.9633,1.9304,4.3461,5.6431,2.4063,2.9247,4.2644,0.7799,0.8511,0.8376
CI.CTC,-115.99006,33.65516,CI,CI,4.1,1.1796,3.2214,247.631,393.27,0.4883,1.1022,1.1796,0.7010,2.6260,3.2214,1.1858,1.9354,2.1664,0.8941,2.4983,3.9533,0.2100,0.4693,0.5485
CI.CTW,-115.87214,33.67728,CI,CI,4.1,0.8817,3.1876,251.259,420.66,0.4036,0.5378,0.8817,0.9830,1.6312,3.1876,0.6914,1.2701,2.2916,0.6777,1.6420,2.7911,0.1701,0.3870,0.4977
CI.CVW,-118.93913,34.92217,CI,CI,5,2.5861,5.9168,152.635,500.88,0.9886,2.5861,2.3470,2.0680,5.3664,5.9168,2.1217,4.7588,3.6971,3.4870,5.0135,5.2133,0.9230,1.1822,1.7523
CI.CWC,-118.08016,36.43988,CI,CI,4,2.0256,2.7183,66.669,662.94,2.1010,1.8168,2.0256,1.0863,2.4318,2.7183,1.3337,2.9151,2.8228,0.6736,0.5903,0.7231,0.3455,0.4200,0.5974
CI.CWP,-117.55770,33.55800,CI,CI,3.8,1.4613,1.7253,224.272,427.93,0.6833,1.4613,1.1846,0.8906,1.4148,1.7253,2.4518,3.1868,3.6513,0.7781,1.4256,1.3474,0.2913,0.3624,0.7333
CI.CYP,-116.62722,32.90611,CI,CI,3.4,0.2521,1.0715,303.667,678.18,0.1113,0.1426,0.2521,0.5196,0.4989,1.0715,0.2880,0.3386,0.6340,0.1993,0.2174,0.4409,0.1158,0.1361,0.2085
CI.CZN,-116.78409,33.91375,CI,CI,4.3,1.7989,3.582,191.848,315.98,0.9354,1.3918,1.7989,1.5381,2.8471,3.5820,1.9685,2.2148,4.2709,1.5413,1.9667,3.0041,0.2722,0.6804,1.0360
CI.DAN,-115.38115,34.63745,CI,CI,3.9,1.4377,2.2178,209.013,399.18,0.6675,1.1371,1.4377,0.8888,2.2178,2.1115,2.1304,2.8948,4.3444,1.1466,1.9425,2.3737,0.2106,0.6656,0.6603
CI.DAW,-117.59214,36.27148,CI,CI,4.1,5.7553,2.9684,42.392,333.79,5.7697,2.9598,5.7553,1.6753,2.9348,2.9684,2.6553,4.3737,7.3903,2.0110,1.3548,1.7856,0.7442,0.5124,0.8255
CI.DEC,-118.33383,34.25353,CI,CI,4.1,2.6151,3.1984,170.891,554.24,0.9560,1.7597,2.6151,2.2031,2.7326,3.1984,2.3588,4.0841,5.8507,1.1552,1.9205,3.0804,0.3900,0.5292,0.7052
CI.DEV,-116.57794,33.93597,CI,CI,4.3,1.5291,3.6777,195.667,402.7,0.6350,1.2158,1.5291,1.1262,2.0496,3.6777,1.8206,1.8524,5.0027,0.9550,2.5717,1.9221,0.5550,0.5142,0.8312
CI.DGR,-117.00947,33.65001,CI,CI,3.4,0.4953,0.9827,215.972,775.18,0.1988,0.3493,0.4953,0.7855,0.7980,0.9827,0.8180,1.0650,1.0911,0.3959,0.3772,0.6469,0.1871,0.3744,0.3436
CI.DJJ,-118.45505,34.10618,CI,CI,3.6,0.8046,1.3848,190.646,681.75,0.4515,0.5061,0.8046,1.2981,1.3705,1.3848,1.1243,1.0184,2.2324,0.3967,0.5697,0.6963,0.1894,0.2076,0.4439
CI.DJJB,-118.45505,34.10618,CI,CI,4,0.49,2.5315,190.646,681.75,0.3572,0.4900,0.4751,1.1225,2.5315,1.4105,0.7282,0.9529,1.1300,0.4804,0.9370,0.7186,0.1914,0.3475,0.4329
CI.DLA,-118.09624,33.84822,CI,CI,5,2.7261,6.3479,202.641,240.56,0.5115,2.5065,2.7261,2.9791,6.3479,3.7427,1.1077,5.0682,5.4801,0.9799,3.8794,5.2144,0.7793,1.8571,1.7774
CI.DPP,-116.94187,32.99889,CI,CI,3.4,0.2865,0.9778,288.290,670.77,0.1534,0.1625,0.2865,0.5615,0.4319,0.9778,0.3870,0.3756,0.5465,0.2261,0.2144,0.4581,0.1385,0.1200,0.1926
CI.DRE,-115.44679,32.80532,CI,CI,4.6,0.635,4.4389,354.462,225.89,0.1533,0.5460,0.6350,0.7413,2.2379,4.4389,0.3541,0.6521,0.7532,0.3096,0.6785,1.0480,0.2428,0.8411,0.9540
CI.DSC,-116.10395,35.14255,CI,CI,4.1,1.7025,2.8698,124.693,292.44,0.7684,1.7025,1.0925,1.1749,2.8698,2.4074,1.4599,2.9876,2.2831,0.9344,2.0337,1.2079,0.4030,0.7459,0.9525
CI.DTC,-118.66191,34.42416,CI,CI,5.4,3.6371,8.2759,173.474,348.05,1.7237,2.5910,3.6371,2.8354,5.9659,8.2759,4.0588,7.0778,11.8829,2.8791,7.5319,6.1986,0.9716,0.8837,1.6003
CI.DTP,-117.84581,35.26742,CI,CI,4.9,3.4247,5.5901,53.820,710.81,2.1280,3.4247,3.0869,3.7564,2.9751,5.5901,4.0461,4.3990,4.5131,1.2270,1.4950,2.3958,0.8945,0.6638,1.8080
CI.DZA,-116.77477,32.60657,CI,CI,3.3,0.1764,0.8691,333.590,544.96,0.1156,0.1620,0.1764,0.5345,0.4471,0.8691,0.2258,0.3552,0.2842,0.1474,0.1837,0.2647,0.1108,0.1252,0.1549
CI.EDW2,-117.99388,34.88110,CI,CI,4.1,4.444,2.7597,95.550,742.69,1.6435,2.7979,4.4440,2.1761,2.0659,2.7597,2.4239,3.2200,5.7478,0.9641,1.7955,2.2049,0.4956,0.6791,0.8031
CI.ELS2,-117.42604,33.64907,CI,CI,3.4,0.4412,0.9574,213.581,704.54,0.3134,0.3645,0.4412,0.7269,0.6589,0.9574,0.8237,1.0827,1.6214,0.3597,0.4559,0.5273,0.2206,0.1986,0.1701
CI.EMS,-114.98521,32.73921,CI,CI,3.9,0.3573,2.1496,383.513,211.79,0.1491,0.3476,0.3573,0.8582,1.8286,2.1496,0.2018,0.5422,0.5445,0.2601,0.7171,0.6756,0.2488,0.3540,0.5759
CI.EOC,-119.76941,34.45029,CI,CI,4,0.915,2.6915,244.936,391.89,0.3379,0.9150,0.8468,0.8756,2.0899,2.6915,0.7740,1.0483,1.1112,0.6258,1.8761,2.6646,0.3668,0.8639,0.7596
CI.ERR,-115.82273,33.11652,CI,CI,4.4,1.2654,3.9757,307.460,287.35,0.2496,0.6638,1.2654,1.1610,2.5510,3.9757,0.3885,1.1170,1.6868,0.3996,1.5694,1.5225,0.4167,0.8690,1.4986
CI.FDR,-118.93430,35.64260,CI,CI,4.7,3.72,4.8286,112.258,374.16,4.0496,3.7200,3.5054,2.4534,4.8286,3.4825,9.6116,8.8542,9.2926,4.2474,5.3830,4.7284,0.3748,1.4368,0.7274
CI.FHO,-116.93588,34.09355,CI,CI,4.1,2.1317,2.8423,168.988,640.36,0.9319,1.5337,2.1317,1.2978,1.6274,2.8423,3.3150,4.3864,5.2279,1.0112,1.4529,1.9620,0.2896,0.3114,0.4356
CI.FIG,-119.98803,34.72832,CI,CI,3.8,0.4011,1.7402,242.945,525.8,0.2832,0.2899,0.4011,0.6306,1.7402,1.0619,0.4380,0.4712,0.5837,0.7089,0.6603,1.1655,0.2545,0.4956,0.4210
CI.FMO,-118.92121,34.40920,CI,CI,5.4,2.1168,8.3291,189.904,363.87,0.8135,1.2890,2.1168,3.2688,5.3599,8.3291,1.3916,1.9396,2.7309,1.4588,2.7370,5.1297,0.7601,1.6537,1.7720
CI.FMP,-118.29381,33.71264,CI,CI,3.6,0.692,1.2922,223.128,330.01,0.2492,0.6920,0.5176,1.1372,1.2922,1.2918,0.6851,1.4377,1.4304,0.3956,1.2693,1.8310,0.1910,0.2463,0.3317
CI.FON,-117.43876,34.09957,CI,CI,3.9,1.3176,2.0257,163.692,295.31,0.8051,1.3176,1.2947,1.2284,2.0257,1.9125,2.5130,4.9046,3.6646,1.9256,2.7819,2.2062,0.2794,0.4399,0.3844
CI.FOX2,-118.24046,34.73390,CI,CI,5,4.0211,6.0894,122.332,271.1,2.0818,4.0211,3.9006,2.6323,4.9179,6.0894,6.0554,8.6179,12.1063,1.8228,5.0405,9.1808,0.6173,1.8429,2.0012
CI.FRM,-118.96935,34.77518,CI,CI,3.9,0.6179,2.3346,164.680,707.24,0.2688,0.6179,0.5505,0.7307,2.2313,2.3346,0.8050,1.6672,1.1391,0.6700,0.7889,1.0799,0.2599,0.5268,0.5850
CI.FUL,-117.92251,33.87170,CI,CI,4.4,2.0683,3.9978,195.480,246.21,0.8088,2.0683,1.5224,2.6048,3.9978,3.2158,2.3142,4.7942,3.9139,1.6970,4.2508,3.6587,0.7890,1.6687,1.3566
CI.FUR,-116.86322,36.46703,CI,CI,5,5.1958,5.9902,99.328,384.17,2.1829,3.2874,5.1958,2.2620,5.9619,5.9902,4.4163,7.6938,12.3918,1.7376,5.4123,6.8866,0.6823,1.3226,1.8793
CI.GCC,-118.31888,34.32758,CI,CI,4.4,4.7927,3.9509,163.156,788.68,2.0969,4.7927,4.5739,2.7097,3.2981,3.9509,6.8392,13.2723,13.3246,2.0974,3.6918,5.7100,0.5970,0.5553,0.5724
CI.GFF,-115.07266,34.92381,CI,CI,3.8,0.9681,1.967,221.200,346.63,0.4510,0.7644,0.9681,1.1152,1.9670,1.2229,0.9885,2.0912,2.4266,0.8399,1.3157,1.2454,0.3083,0.6557,0.2817
CI.GFS,-120.21436,34.47660,CI,CI,3.8,0.2923,1.8104,275.856,469.54,0.1522,0.2923,0.2897,0.3625,1.8104,1.4407,0.3245,0.5581,0.4643,0.2799,0.4512,0.6264,0.1489,0.4791,0.4112
CI.GLA,-114.82706,33.05149,CI,CI,3.6,0.4399,1.4599,364.637,715.72,0.1930,0.2909,0.4399,0.3410,1.4599,1.0762,0.3637,0.5281,0.6803,0.5156,0.5000,1.1438,0.1090,0.2692,0.1820
CI.GMA,-116.38256,34.29148,CI,CI,4.1,2.8631,2.8315,168.507,355.86,1.4315,2.3531,2.8631,1.2533,2.4109,2.8315,5.3388,6.9249,8.0424,1.3912,2.0324,2.5562,0.3782,0.3541,0.6810
CI.GMR,-115.65994,34.78457,CI,CI,3.7,0.5855,1.6388,178.746,813.13,0.4939,0.5329,0.5855,0.6787,1.6388,1.0382,1.5642,1.2263,1.3076,0.5046,0.4098,0.3618,0.2119,0.4417,0.3026
CI.GOU,-118.18834,34.22119,CI,CI,3.8,1.5514,1.7994,167.652,836.4,0.6627,0.9922,1.5514,1.8100,1.6442,1.7994,1.5097,2.6832,3.5740,1.3095,1.5853,1.4902,0.4979,0.3215,0.7287
CI.GR2,-118.30020,34.11820,CI,CI,4,1.0828,2.6219,182.499,830.48,0.4663,1.0828,0.8755,1.6598,2.6219,1.6890,1.0286,2.5799,2.1738,0.6752,1.8476,1.8776,0.3327,0.4979,0.5052
CI.GRA,-117.36621,36.99608,CI,CI,4.3,1.363,3.5718,125.231,596.09,0.9526,1.2957,1.3630,1.4691,1.8615,3.5718,2.8618,3.4160,4.3417,1.4551,3.1536,2.3423,0.5971,0.8796,1.1764
CI.GSC,-116.80574,35.30177,CI,CI,5.1,4.1132,6.3724,59.546,371.49,2.1675,4.1132,3.6577,1.9792,6.3724,4.4772,5.2241,8.6091,8.2500,1.7076,7.8842,5.3472,0.4203,1.4985,1.5283
CI.GVR,-118.11995,34.04972,CI,CI,4.6,2.5662,4.6663,182.458,462.26,1.0887,2.5662,2.0734,1.7881,4.6663,3.5674,2.7956,8.0168,6.3245,1.1356,2.4174,2.3647,0.5893,1.0371,1.5765
CI.HAR,-117.29909,35.01140,CI,CI,5.9,8.6649,11.5078,62.779,344.22,2.2829,5.4622,8.6649,2.7181,8.4211,11.5078,5.9932,14.0093,10.2514,3.3967,10.3934,20.7498,0.7159,1.1490,1.6962
CI.HDH,-118.63999,34.77529,CI,CI,4.9,1.8996,5.5764,142.491,318.56,0.8089,1.6388,1.8996,2.5316,4.7073,5.5764,2.1773,5.0854,4.5013,1.6391,4.2104,2.5115,1.1596,1.7663,1.4725
CI.HEC,-116.33500,34.82940,CI,CI,4.4,3.3312,4.0539,125.388,734.4,1.1787,2.3990,3.3312,1.4218,3.5702,4.0539,2.7205,6.8270,7.0251,1.5184,2.8757,4.6638,0.5853,0.8539,1.0321
CI.HIW,-115.38423,35.03998,CI,CI,4.1,2.5603,3.0484,190.110,359.09,1.1516,2.5603,1.9370,1.4724,3.0484,1.6002,4.7765,5.0487,4.5361,1.4272,3.4676,4.6129,0.2161,0.4994,0.2221
CI.HLL,-118.35967,34.17643,CI,CI,4.3,1.5895,3.6795,179.471,325.69,0.9516,1.5895,1.4736,1.7855,3.6795,2.8304,2.9605,4.8726,3.4694,1.7155,2.8360,2.3676,0.4564,0.8942,1.0735
CI.HLN,-117.21897,34.12128,CI,CI,4.2,1.7912,3.2307,161.763,283.47,0.7017,1.2711,1.7912,1.2641,2.2684,3.2307,2.1220,3.9068,5.1050,1.2998,3.3795,2.6909,0.4150,0.5750,0.6275
CI.HMT2,-117.00152,33.70811,CI,CI,3.5,0.5998,1.1954,209.724,744.14,0.2490,0.2938,0.5998,0.9337,1.1699,1.1954,0.5609,0.8498,1.7587,0.4365,0.4204,0.4452,0.1828,0.2796,0.4457
CI.HOL,-117.84539,34.45831,CI,CI,4,2.681,2.7128,131.148,443.7,1.4271,2.3540,2.6810,2.3924,2.7128,2.6193,4.2457,5.1976,6.4914,1.3497,1.4832,2.8016,0.6690,0.9776,0.6528
CI.HYS,-117.56975,34.86532,CI,CI,4.2,4.0253,3.5274,80.703,348.77,3.5789,4.0253,3.7695,2.6200,2.1479,3.5274,3.3230,12.2337,10.9952,1.0975,1.4989,3.5207,0.6220,0.5936,0.7995
